onset	duration	trial_type	taskName	trialType	trialDur	response_time	blockNum	setSize	possCorr	boldRun	condition	numCorr	numErr	numTrial	respMade	runNum	startTRreal	startTime	startTimeReal	timeOfTR
6.000462473000001	5.0	Instruct	instruct2	n/a	5.0	n/a	n/a	n/a	n/a	3	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
11.000462472999999	30.0	LandscapeMovie	landscapeMovie	n/a	29.9	n/a	1.0	n/a	n/a	3	1.0	n/a	n/a	1.0	n/a	53.0	12.0	0.0	2.5473e-05	-0.3971001
41.95742960000001	5.0	Instruct	instruct2	n/a	5.0	n/a	n/a	n/a	n/a	3	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
46.95742960000001	2.0	Object2Back	nBackPic2	n/a	1.6	0.0	2.0	n/a	0.0	3	2.0	0.0	n/a	1.0	0.0	53.0	27.0	0.0	0.0161396	-0.0014332639999999998
48.942409999999995	2.0	Object2Back	nBackPic2	n/a	1.6	0.0	2.0	n/a	0.0	3	2.0	0.0	n/a	2.0	0.0	53.0	29.0	2.0	2.00112	1.997825
50.94151	2.0	Object2Back	nBackPic2	n/a	1.6	0.0	2.0	n/a	0.0	3	2.0	0.0	n/a	3.0	0.0	53.0	31.0	4.0	4.00022	3.996977
52.94368000000001	2.0	Object2Back	nBackPic2	n/a	1.6	0.0	2.0	n/a	0.0	3	2.0	0.0	n/a	4.0	0.0	53.0	33.0	6.0	6.00239	5.998469999999998
54.9416	2.0	Object2Back	nBackPic2	n/a	1.6	0.43938	2.0	n/a	1.0	3	1.0	1.0	n/a	5.0	1.0	53.0	35.0	8.0	8.00031	7.997547
56.94169	2.0	Object2Back	nBackPic2	n/a	1.6	0.31467	2.0	n/a	1.0	3	1.0	1.0	n/a	6.0	1.0	53.0	37.0	10.0	10.0004	9.997356
58.94149	2.0	Object2Back	nBackPic2	n/a	1.6	0.0	2.0	n/a	0.0	3	2.0	0.0	n/a	7.0	0.0	53.0	39.0	12.0	12.0002	11.99748
60.94149	2.0	Object2Back	nBackPic2	n/a	1.6	0.0	2.0	n/a	0.0	3	2.0	0.0	n/a	8.0	0.0	53.0	41.0	14.0	14.0002	13.99767
62.94289000000001	2.0	Object2Back	nBackPic2	n/a	1.6	0.0	2.0	n/a	0.0	3	2.0	0.0	n/a	9.0	0.0	53.0	43.0	16.0	16.0016	15.99836
64.94159	2.0	Object2Back	nBackPic2	n/a	1.6	0.33833	2.0	n/a	1.0	3	1.0	1.0	n/a	10.0	1.0	53.0	45.0	18.0	18.0003	17.99895
66.94319	2.0	Object2Back	nBackPic2	n/a	1.6	0.0	2.0	n/a	0.0	3	2.0	0.0	n/a	11.0	0.0	53.0	47.0	20.0	20.0019	19.99697
68.94149	2.0	Object2Back	nBackPic2	n/a	1.6	0.95031	2.0	n/a	0.0	3	2.0	0.0	n/a	12.0	1.0	53.0	49.0	22.0	22.0002	21.99668
